Value
"						STEAM TRAP"
"** SPECIAL FITTING **  CAP .688"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** CAP .625"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** ELL 45 DEG 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 60 .625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 90 DEG LR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .750"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .875"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .625"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 LR 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER CONC .750"" WALL X .562"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .500"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X SCH 80S A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .875"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC 0.625"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** TEE .625"" WALL LOTEMP STL A420 WPL6-W ASME B16,9"
"BALL, CS A216-WCB, CL150, RF, B16.5,B16.10 LONG,TRUNN,API 608,FP, 316SS BALL/STEM, HF BALL/SEATS, GO"
"BALL, CS A216-WCB, CL150, RF, B16.5,B16.10 LONG,TRUNNION,API 608,RP, 316SS BALL/STEM,PTFE ST,FS,GO"
"BALL, CS A216-WCB, CL150, RF,B16.5,B16.10 DIMS, FLOAT, API 608, RP,316SS BALL/STEM, PTFE ST, FS, LO"
"BALL, CS A216-WCB, CL150, RF,B16.5,B16.10 LONG,FLOAT,API 608, FP, 316SS BALL/STEM, HF BALL/SEATS, LO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 DIMS,FLOAT,API 608, FP, 316SS BALL/STEM, RTFE ST, FS, LO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 DIMS,FLOAT,API 608, RP, 316SS BALL/STEM, RTFE ST, FS, LO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG, FLOAT, API 608, FP, 316SS BALL/STEM, 316SS ST, LO (SP NO: 612SP-90081)"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG, FLOAT, API 608, FP, 316SS BALL/STEM, METAL ST, LO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG, FLOAT, API 608, RP, 316SS BALL/STEM, 316SS ST, LO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG, TRUNN, API 608, RP, 316SS BALL/STEM, 316SS ST, GO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG, TRUNN, API 6D, FP, 316SS BALL/STEM, METAL ST, GO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG, TRUNN, API 6D, FP, 316SS BALL/STEM, METAL ST, LO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG,FLOAT,API 608, FP, 316SS BALL/STEM, PEEK ST, FS, LO"
"BALL, CS A216-WCB, CL300, RF, B16.5, B16.10 LONG,FLOAT,API 608,RP, 316SS BALL/STEM, RTFE ST, FS, GO"
"BALL, CS A216-WCB, CL300, RF, B16.5,B16.10 LONG,TRUNN,API 608, RP, 316SS BALL/STEM, RTFE ST, FS, GO"
"BALL, CS A216-WCB, CL300, RF,B16.5,B16.10 LONG,FLOAT,API 608,FP, 316SS BALL/STEM, HF BALL/ SEATS, LO"
"BALL, CS A216-WCB, CL300, RF,B16.5,B16.10 LONG,TRUNN,API 608, FP, 316SS BALL/STEM, HF BALL/SEATS, GO"
"BALL, CS A216-WCB, CL300,RF,B16.5,API 6D DIMS,TRUNN,BI-DIRECT, FP, 316SS BALL/STEM, HF BALL/SEATS,GO"
"BALL, ITCS A350-LF2 CL.1, CL600, SW, B16.11,MFR DIMS,FLOAT,API 608,FP, 316SS BALL/STEM, METAL ST, LO"
"BALL, ITCS A350-LF2 CL.1, CL600, SW,B16.11,MFR DIMS, FLOAT,API 608,RP, 316SS BALL/STEM, METAL ST, LO"
"BALL, ITCS A350-LF2 CL.1, CL600,FNPT,B16.11,MFR DIMS,FLOAT,API 608,RP,316SS BALL/STEM,PTFE ST,FS, LO"
"BALL, ITCS A350-LF2 CL.1,CL150,RF,B16.5,B16.10 DIMS,FLOAT,API 608,RP,316SS BALL/STEM,PTFE ST,FS,LO (SP NO: 612SP-90077)"
"BALL, ITCS A350-LF2 CL.1,CL300,RF,B16.5,B16.10 DIMS,FLOAT,API 608,RP,316SS BALL/STEM,PTFE ST,FS,LO (SP NO: 612SP-90079)"
"BALL, ITCS A352-LCC, CL150, RF,B16.5,B16.10 DIMS,FLOAT,API 608,RP, 316SS BALL/STEM, PTFE ST, FS, LO"
"BALL, ITCS A352-LCC, CL600, RF, B16.5, API 6D DIMS, TRUNN,BI-DIRECT, API 6D, FP, 316SS BALL/STEM, 316SS ST, GO"
"BALL, ITCS A352-LCC, CL600, RF, B16.5, API 6D DIMS, TRUNN,BI-DIRECT, API 6D, FP, 316SS BALL/STEM, 316SS ST, LO"
"BARRED 45 LATERAL, CSA GR 448 CAT II, M45C, SMLS, BE, 11.13MM, CSA Z245.11, MFR STD (SP NO.:612SP-90058)"
BARRED TEE XS LOTEMP STL A420 WPL6
"BARRED TEE, ITCS A420-WPL6, SMLS, BE, STD, B16.9 (SP NO.:612PS-90059)"
BAS PANEL
BASE
Base Plate
BASE SUPPORT
"Base Support  For Pipe Sizes 2"" To 36"""
BASEPLATE DRAIN
BASKET STRAINER
"BASKET STRAINER, 300LB, RF, CS"
BATTERY
Battery Bank
Battery Charger
Battery Charger FOR 10-BT-66012
BATTERY MODULE
BATTERY MONITOR SYSTEM PANEL
BATTERY MONITORING SYSTEM PANEL
BBOILER FEED WATER OVERHEAD CRANE
BD INLET
BD OUTLET
BEACON
BEACON RELAY PANEL
BEAM
BELLOWS
"BEND, API 5L-BM-PSL2,SAW,DBL BTT,STRT SM,BE, 15.88MM, B36.10M, 45 DEG 3D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BM-PSL2,SAW,DBL BTT,STRT SM,BE, 15.88MM, B36.10M, 90 DEG 3D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BM-PSL2,SAW,DBL BTT,STRT SM,BE, 17.48MM, B36.10M, 45 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BM-PSL2,SAW,DBL BTT,STRT SM,BE, 17.48MM, B36.10M, 90 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BM-PSL2,SAW,DBL BTT,STRT SM,BE, 20.62MM, B36.10M, 45 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BM-PSL2,SAW,DBL BTT,STRT SM,BE, 20.62MM, B36.10M, 90 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BM-PSL2,SAW,DBL BTT,STRT SM,BE, 22.23MM, B36.10M, 90 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BN-PSL2, SMLS, BE, 15.88MM, B36.10M, 30 DEG 5D, 300MM TANGENTS, PER PFI ES-24 (SP NO: 612SP-90046)"
"BEND, API 5L-BN-PSL2, SMLS, BE, 15.88MM, B36.10M, 45 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BN-PSL2, SMLS, BE, 15.88MM, B36.10M, 60 DEG 5D, 300MM TANGENTS, PER PFI ES-24 (SP NO:612SP-90047)"
"BEND, API 5L-BN-PSL2, SMLS, BE, 15.88MM, B36.10M, 90 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BN-PSL2, SMLS, BE, SCH 120, B36.10M, 90 DEG 3D, 150MM TANGENTS, PER PFI ES-24"
"BEND, API 5L-BN-PSL2, SMLS, BE, XS, B36.10M, 90 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, CS A106-B, BE, 17.48MM, B36.10M, 45 DEG 3D, 300MM TANGENTS, PER PFI ES-24"
"BEND, CS A106-B, BE, 17.48MM, B36.10M, 90 DEG 3D, 300MM TANGENTS, PER PFI ES-24"
"BEND, CS A106-B, BE, 17.48MM, B36.10M, 90 DEG 5D, 300MM TANGENTS, PER PFI ES-24"
"BEND, ITCS A333-6, BE, XS, B36.10M, 45 DEG 5D, 150MM TANGENTS, PER PFI ES-24 (SP NO: 612SP-90041)"
"BEND, ITCS A333-6, BE, XS, B36.10M, 90 DEG 5D, 150MM TANGENTS, PER PFI ES-24 (SP NO: 612SP-90040)"
"BEND,CSA GR448 CAT II,M45C,SMLS,BE, 12.70MM, CSA Z245.11, 45 DEG 5D, 300MM TANGENTS, PER PFI ES-24 (SP NO: 612SP-90049)"
"BEND,CSA GR448 CAT II,M45C,SMLS,BE, 12.70MM, CSA Z245.11, 90 DEG 5D, 300MM TANGENTS, PER PFI ES-24 (SP NO: 612SP-90048)"
"BEND,CSA GR448 CAT II,M5C,DSAW SGL BTT,STRT SM,BE,11.13MM,CSA Z245.11,45DEG 10D,300MM TANGENTS,PFI ES-24(SP:612SP-90043)"
"BEND,CSA GR448 CAT II,M5C,DSAW SGL BTT,STRT SM,BE,11.13MM,CSA Z245.11,90DEG 10D,300MM TANGENTS,PFI ES-24(SP:612SP-90042)"
BFW BLDG HVAC INLET GAS DET 1
BFW BLDG HVAC INLET GAS DET 2
BFW BLDG HVAC INLET GAS DET 3
BFW Booster Pumps Building Module
BFW BUILDING DOOR MOTOR
BFW PMP 3 LUBE OIL FD DET 1
BFW PMP 3 LUBE OIL FD DET 2
BFW PREHEATER
BFW SAMPLE COOLER
BFW Tanks & Containment
BFW/BD INLET
Bill of Material
Bill of Materials
Bin A
BIRD SCREEN
"Bird Screen, See Data Sheet"
BITUMEN PROCESSING AREA LAB BUILDING DRAIN TANK
BITUMEN PROCESSING AREA LAB DRAIN TANK PUMP
BITUMEN PROCESSING AREA LAB PACKAGE
BITUMEN PROCESSING AREA LAB SOLVENT TANK
BKR LIFTING EQUIPMENT SPACE
BLANK PADDLE 150# FF A240 304/304L SS
BLANK PADDLE 150# FF A240 316/316L SS
BLANK PADDLE 150# FF LOTEMP STL A516 GR-70N
BLANK PADDLE 150# FF STL A516 GR-70N
BLANK PADDLE 300# FF LOTEMP STL A516 GR-70N
BLANK PADDLE 600# FF A240 304/304L SS
BLANK PADDLE 600# FF A387 GR 11 CL2
"Bld Flg, ASME B16.47 Series A, ASTM A105N, 150 Lbs, RF, -,"
"Bld Flg, ASME B16.47 Series A, ASTM A182 Gr.F11 Cl.2, 300 Lbs, RTJ Face, -,"
"Bld Flg, ASME B16.5, ASME SA105N, 1500 Lbs, RF, -,"
"Bld Flg, ASME B16.5, ASME SA182 Gr.F22 Cl.3, 2500 Lbs, RTJ Face, -,"
"Bld Flg, ASME B16.5, ASTM A105N, 150 Lbs, RF, -,"
BLEED METHANOL VESSEL
BLIND FLANGE
"BLIND FLANGE, B16.5, CL150, A350 GR.LF2 CL.1"
"BLIND FLANGE, B16.5, CL1500, A182 GR.F316"
BLIND FLG
Blind Flg B16.5 A105 FF CL 150 - -
Blind Flg B16.5 A105 RF CL 150 zinc-coated A153 -
Blind Flg B16.5 A105N RF CL 150 - -
Blind Flg B16.5 A105N RF CL 150 NACE MR0103 -
Blind Flg B16.5 A105N RF CL 1500 - -
Blind Flg B16.5 A105N RF CL 1500 NACE MR0103 -
Blind Flg B16.5 A105N RF CL 300 - -
Blind Flg B16.5 A105N RF CL 300 NACE MR0103 -
Blind Flg B16.5 A105N RF CL 600 - -
Blind Flg B16.5 A105N RF CL 600 NACE MR0103 -
Blind Flg B16.5 A105N RF CL 900 - -
Blind Flg B16.5 A105N RF CL 900 NACE MR0103 -
Blind Flg B16.5 A182 Gr F22 CL 3 RF CL 1500 - -
Blind Flg B16.5 A182 Gr F22 CL 3 RF CL 600 - -
Blind Flg B16.5 A182 Gr F22 CL 3 RF CL 900 - -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 150 - -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 150 NACE MR0103 -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 1500 - -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 1500 NACE MR0103 -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 300 - -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 300 NACE MR0103 -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 600 - -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 600 NACE MR0103 -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 900 - -
Blind Flg B16.5 A182 Gr F304/304L Dual RF CL 900 NACE MR0103 -
Blind Flg B16.5 A182 Gr F316/316L Dual RF CL 150 NACE MR0103 -
Blind Flg B16.5 A182 Gr F316/316L Dual RF CL 1500 NACE MR0103 -
Blind Flg B16.5 A182 Gr F316/316L Dual RF CL 300 NACE MR0103 -
Blind Flg B16.5 A182 Gr F316/316L Dual RF CL 600 NACE MR0103 -
Blind Flg B16.5 A182 Gr F321/321H RF CL 1500 NACE MR0103 -
Blind Flg B16.5 A182 Gr F321/321H RF CL 900 NACE MR0103 -
Blind Flg B16.5 A350 Gr LF2 Cl 1 RF CL 150 - -
Blind Flg B16.5 A350 Gr LF2 Cl 1 RF CL 150 NACE MR0103 -
Blind Flg B16.5 A350 Gr LF2 Cl 1 RF CL 300 - -
Blind Flg B16.5 A350 Gr LF2 Cl 1 RF CL 300 NACE MR0103 -
Blind Flg B16.5 A350 Gr LF2 Cl 1 RF CL 600 - -
Blind Flg B16.5 A350 Gr LF2 Cl 1 RF CL 600 NACE MR0103 -
Blind Flg B16.5 B564 (UNS N06600) RF CL 1500 - -
Blind Flg B16.5 B564 (UNS N06600) RF CL 600 - -
Blind Flg B16.5 SA105 RF CL 300 - -
"BLIND FLG, CS A105N, CL150, RF, B16.5"
"BLIND FLG, CS A105N, CL150, RF, B16.5, GALV"
"BLIND FLG, CS A105N, CL300, RF, B16.5"
"BLIND FLG, ITCS A350-LF2 CL.1, CL150, RF, B16.5"
"BLIND FLG, ITCS A350-LF2 CL.1, CL300, RF, B16.5"
"BLIND FLG, ITCS A350-LF2 CL.1, CL600, RF, B16.5"
"BLIND FLG, SS A182-F316/F316L, CL150, RF, B16.5"
"BLIND FLG, SS A182-F316/F316L, CL300, RF, B16.5"
"BLIND FLG: 2 NPS - 150# RF   SA-350-LF2, CL1"
"Blind Hub Grayloc A479 Gr304/304L Clamp Conn. CL 2500 FNA0 Per, 10-00-EC-46-0013-001, Sch 160"
"B-Line Channel Type B11, Steel, HDG, Length: 5 ft  4 15/16 in"
Blowdown Treatment Area
Blowdown Treatment Building
Blowdown Treatment Building Drain Tank
Blowdown Treatment Building Drain Tank Pump
"Blowdown Valve, See Data Sheet"
BLOWDOWN/GLYCOL EXCHANGER
BMS ANALOG JB
BMS DIGITAL JB
BMS PANEL
BOILER #1 SUMP PUMP
BOILER #1 SUMP TANK
BOILER #2 SUMP PUMP
BOILER #2 SUMP TANK
BOILER #3 SUMP PUMP
BOILER #3 SUMP TANK
BOILER #4 SUMP PUMP
BOILER #4 SUMP TANK
BOILER 1 HOIST
BOILER 1 SAMPLING PACKAGE
BOILER 2 HOIST
BOILER 2 SAMPLING PACKAGE
BOILER 3 HOIST
BOILER 3 SAMPLING PACKAGE
BOILER 4 HOIST
BOILER 4 SAMPLING PACKAGE
BOILER DRUM LEVEL INDICATOR
BOILER FEED WATER COOLER
BOILER FEED WATER PUMP
BOILER FEED WATER PUMP A
BOILER FEED WATER PUMP B
BOILER FEED WATER PUMP C
BOILER FEED WATER SUMP PUMP
BOILER FEED WATER SUMP TANK
BOILER FEED WATER TANK
BOILER FEED WATER TURBINE
Boiler Feedwater Booster Pump
Boiler Feedwater Booster Pump Building
Boiler Feedwater Booster Pump Building BLD-7020
BOILER FEEDWATER BUILDING WASTEWATER SUMP PUMP A
BOILER FEEDWATER BUILDING WASTEWATER SUMP PUMP B
Boiler Feedwater Charge Pump
Boiler Feedwater Charge Pump Building
Boiler Feedwater Charge Pump Lube Oil Skid
BOILER FEEDWATER DEAERATOR
BOILER FEEDWATER INLET
BOILER FEEDWATER OUTLET
Boiler Feedwater Pump
BOILER FEEDWATER PUMP A SEAL COOLER
BOILER FEEDWATER PUMP B SEAL COOLER
BOILER FEEDWATER PUMP C SEAL COOLER
BOILER FEEDWATER PUMP STEAM TURBINE LUBE OIL SKID
BOILER WATER CONDITIONER BOILER WATER CONDITIONER TANK
BOILER WATER CONDITIONER INJECTION PKG
Bollards
BOLTS NOT APPERING
BONDING TEST STATION FOR ANODE ARRAY
BOOT
BOOT COIL
BOOT DRAIN
Boot Gas Separator
"BP01A Base Plate, 7""X7""X 1/2"" THK, Carbon Steel"
"BP01A Top Plate, 6""X6""X 1/2"" THK, Carbon Steel"
"BP01B Base Plate, 8""X8""X 5/8"" THK, Carbon Steel"
"BP01B Top Plate, 7""X7""X 1/2"" THK, Carbon Steel"
"BP01C Base Plate, 9""X9""X 3/4"" THK, Carbon Steel"
"BP01C Top Plate, 8""X8""X 5/8"" THK, Carbon Steel"
"BP01D Base Plate, 10""X10""X 3/4"" THK, Carbon Steel"
"BP01D Top Plate, 9""X9""X 5/8"" THK, Carbon Steel"
"BP01E Base Plate, 12""X12""X 1"" THK, Carbon Steel"
"BP01E Top Plate, 11""X11""X 5/8"" THK, Carbon Steel"
"BP01F Base Plate, 14""X14""X 1"" THK, Carbon Steel"
"BP01F Top Plate, 13""X13""X 5/8"" THK, Carbon Steel"
"BP01G Top Plate, 15""X15""X 5/8"" THK, Carbon Steel"
"BP03A Base Plate, 10""X10""X 3/4"" THK, Carbon Steel"
"BP03A Top Plate, 11""X11""X 5/8"" THK, Carbon Steel"
"BP03A Top Plate, 9""X9""X 5/8"" THK, Carbon Steel"
"BP03B Base Plate, 12""X12""X 1"" THK, Carbon Steel"
"BP11A Base Plate, 7""X7""X 1/2"" THK A36, W/ 4  - 1/2"" x 7 1/2"" Hilti HIT HY200 Adhesive Anchors"
"BP11B Base Plate, 8""X8""X 5/8"" THK A36, W/ 4  - 5 /8"" x 9"" Hilti HIT HY200 Adhesive Anchors"
"BP11C Base Plate, 9""X9""X 3/4"" THK A36, W/ 4  - 5/8"" x 9 1/4"" Hilti HIT HY200 Adhesive Anchors"
"BP11D Base Plate, 10""X10""X 3/4"" THK A36, W/ 4  - 3/4"" x 10 1/2"" Hilti HIT HY200 Adhesive Anchors"
BPC FIELD ENCLOSURE (CHARMS)
BPCS  CHARMS FIELD ENCLOSURE
BPCS CHARMS FIELD ENCLOSURE
"BPZeroPlate, Cut Length: 116 mm"
"BPZeroPlate, Cut Length: 170 mm"
"BPZeroPlate, Cut Length: 221 mm"
"BPZeroPlate, Cut Length: 29 mm"
"BPZeroPlate, Cut Length: 326 mm"
"BPZeroPlate, Cut Length: 35 mm"
"BPZeroPlate, Cut Length: 50 mm"
"BPZeroPlate, Cut Length: 62 mm"
"BPZeroPlate, Cut Length: 91 mm"
Bracket HKS03 (LS547-02)
Bracket HSA_P (LS547-10)
BRACKET MOPUNT LED LIGHT FIXTURE
BRACKET MOUNT LED FIXTURE
BRACKET MOUNT LED LIGHT FIXTURE
BRANCH SADDLE LATERAL REDUCING WYE
BRIDGE CRANE FOR HPC
BRIDGE CRANE FOR REC
BRINE COOLER
"BS07-B-1 , Base Support  For Pipe Sizes 2” to 36”"
Burner
BURNER 1 LOCAL FUEL SKID (PILOT)
BURNER 2 LOCAL FUEL SKID (PILOT)
BURNER 3 LOCAL FUEL SKID (PILOT)
BURNER 4 LOCAL FUEL SKID (PILOT)
BURNER COOLING WATER COOLER
BURNER COOLING WATER PUMP
BUSHING SCH 80 CPVC SW
Butterfly (Lug type) Control valve
BUTTERFLY CONTROL VALVE
BUTTERFLY TRIPLE 150# RF LOTEMP STL GO ANSI
BUTTERFLY TRIPLE 300# RF LOTEMP A352 LCB DBL FLGD GO
Butterfly Valve
BUTTERFLY VALVE - LUG
"Butterfly Valve, CL150,  Lug Type"
"Butterfly Valve, CL150, Lug Type"
BV Support Location class
"BW Hub Grayloc A350 Gr LF2 Cl 1 Clamp Conn. and BW B16.25 CL 2500 FCA3 Per, 10-00-EC-46-0013-001, Sch XXS"
"BW Hub Grayloc A479 Gr304/304L Clamp Conn. and BW B16.25 CL 2500 FNA0 Per, 10-00-EC-46-0013-001, Sch 160"
BW LATEROLET
BYPASS STEAM CONDITIONING VALVE
"C100x8, Cut Length: 2 ft  11 1/16 in"
"C100x8, Cut Length: 3 ft  2 3/16 in"
"C100x9, Cut Length: 1 ft  11 5/16 in"
"C100x9, Cut Length: 1 ft  11 5/8 in"
"C100x9, Cut Length: 1 ft  11 9/16 in"
"C100x9, Cut Length: 1 ft  2 7/8 in"
"C100x9, Cut Length: 1 ft  3 3/4 in"
"C100x9, Cut Length: 1 ft  7 5/8 in"
"C100x9, Cut Length: 2 ft  11 7/16 in"
"C100x9, Cut Length: 3 ft  3 3/8 in"
"C100x9, Cut Length: 3 ft  3 5/16 in"
"C100x9, Cut Length: 4 ft  1 1/4 in"
"C100x9, Cut Length: 4 ft  11 1/8 in"
"C100x9, Cut Length: 4 ft  9 15/16 in"
"C100x9, Cut Length: 5 ft  10 15/16 in"
"C100x9, Cut Length: 6 ft  0 5/16 in"
"C10x15.3, Cut Length: 703 mm"
"C130x13, Cut Length: 11 13/16 in"
"C150x12, Cut Length: 1 ft  11 9/16 in"
"C150x12, Cut Length: 1 ft  7 1/4 in"
"C150x12, Cut Length: 1 ft  8 1/4 in"
"C150x12, Cut Length: 1 ft  9 3/16 in"
"C150x12, Cut Length: 2 ft  0.225 in"
"C150x12, Cut Length: 2 ft  11 7/16 in"
"C150x12, Cut Length: 2 ft  2.518 in"
"C150x12, Cut Length: 2 ft  5 3/8 in"
"C150x12, Cut Length: 2 ft  9 7/8 in"
"C150x12, Cut Length: 3 ft  10 13/16 in"
"C150x12, Cut Length: 3 ft  10 7/16 in"
"C150x12, Cut Length: 3 ft  11 1/4 in"
"C150x12, Cut Length: 3 ft  8 1/8 in"
"C150x12, Cut Length: 3 ft  8 3/16 in"
"C150x12, Cut Length: 3 ft  9 1/4 in"
"C150x12, Cut Length: 3 ft  9 5/8 in"
"C150x12, Cut Length: 4 ft  1 3/4 in"
"C150x12, Cut Length: 4 ft  11 15/16 in"
"C150x12, Cut Length: 4 ft  11 7/16 in"
"C150x12, Cut Length: 4 ft  2 7/16 in"
"C150x12, Cut Length: 4 ft  3 7/16 in"
"C150x12, Cut Length: 4 ft  5 1/8 in"
"C150x12, Cut Length: 4 ft  5 5/8 in"
"C150x12, Cut Length: 4 ft  8 1/2 in"
"C150x12, Cut Length: 4 ft  8 3/8 in"
"C150x12, Cut Length: 4 ft  8 9/16 in"
"C150x12, Cut Length: 5 ft  3 in"
"C150x12, Cut Length: 5 ft  4 5/16 in"
"C150x19, Cut Length: 1 ft  0 1/16 in"
"C150x19, Cut Length: 1 ft  0 1/2 in"
"C150x19, Cut Length: 1 ft  0 1/4 in"
"C150x19, Cut Length: 1 ft  0 3/16 in"
"C150x19, Cut Length: 1 ft  0 3/8 in"
"C150x19, Cut Length: 1 ft  0 5/8 in"
"C150x19, Cut Length: 1 ft  0 7/8 in"
"C150x19, Cut Length: 1 ft  0 9/16 in"
"C150x19, Cut Length: 1 ft  1 1/2 in"
"C150x19, Cut Length: 1 ft  1 15/16 in"
"C150x19, Cut Length: 1 ft  1 9/16 in"
"C150x19, Cut Length: 1 ft  10 15/16 in"
"C150x19, Cut Length: 1 ft  10 7/16 in"
"C150x19, Cut Length: 1 ft  11 1/4 in"
"C150x19, Cut Length: 1 ft  11 11/16 in"
"C150x19, Cut Length: 1 ft  2 1/16 in"
"C150x19, Cut Length: 1 ft  2 3/4 in"
"C150x19, Cut Length: 1 ft  2 7/16 in"
"C150x19, Cut Length: 1 ft  3 1/2 in"
"C150x19, Cut Length: 1 ft  3 1/4 in"
"C150x19, Cut Length: 1 ft  3 13/16 in"
"C150x19, Cut Length: 1 ft  3 15/16 in"
"C150x19, Cut Length: 1 ft  3 3/8 in"
"C150x19, Cut Length: 1 ft  3 7/16 in"
"C150x19, Cut Length: 1 ft  3 7/8 in"
"C150x19, Cut Length: 1 ft  4 1/16 in"
"C150x19, Cut Length: 1 ft  4 1/2 in"
"C150x19, Cut Length: 1 ft  4 1/8 in"
"C150x19, Cut Length: 1 ft  4 3/4 in"
"C150x19, Cut Length: 1 ft  4 in"
"C150x19, Cut Length: 1 ft  5 1/8 in"
"C150x19, Cut Length: 1 ft  5 13/16 in"
"C150x19, Cut Length: 1 ft  5 3/16 in"
"C150x19, Cut Length: 1 ft  5 3/4 in"
"C150x19, Cut Length: 1 ft  5 in"
"C150x19, Cut Length: 1 ft  6 1/8 in"
"C150x19, Cut Length: 1 ft  7 1/8 in"
"C150x19, Cut Length: 1 ft  7 3/16 in"
"C150x19, Cut Length: 1 ft  7 3/8 in"
"C150x19, Cut Length: 1 ft  7 5/16 in"
"C150x19, Cut Length: 1 ft  8 1/16 in"
"C150x19, Cut Length: 1 ft  8 3/16 in"
"C150x19, Cut Length: 1 ft  9 1/8 in"
"C150x19, Cut Length: 1 ft  9 3/4 in"
"C150x19, Cut Length: 10 1/16 in"
"C150x19, Cut Length: 10 1/4 in"
"C150x19, Cut Length: 10 1/8 in"
"C150x19, Cut Length: 10 15/16 in"
"C15x40, Cut Length: 170 mm"
"C15x40, Cut Length: 186 mm"
"C15x40, Cut Length: 295 mm"
C17
C2-CLEAN DRAIN 1NPS 6000#
"C3x6, Cut Length: 848 mm"
"C4x5.4, Cut Length: 1050 mm"
"C4x5.4, Cut Length: 300 mm"
"C4x7.25, Cut Length: 400 mm"
"C4x7.25, Cut Length: 503 mm"
"C6x13, Cut Length: 800 mm"
Cable Bus 205mm x 550mm LD:mm Straight 3 m
Cable Bus 205mm x 550mm LD:mm Vertical Bend - Standard
Cable Ladder (20C) 152mm x 150mm LD:127mm Straight 6.0 m
Cable Ladder (20C) 152mm x 300mm LD:127mm Straight 6.0 m
Cable Ladder (20C) 152mm x 450mm LD:127mm Straight 6.0 m
Cable Ladder (20C) 152mm x 600mm LD:127mm Straight 6.0 m
Cable Ladder (20C) 152mm x 750mm LD:127mm Straight 6.0 m
Cable Ladder (20C) 152mm x 900mm LD:127mm Straight 6.0 m
Cable Ladder (20C) H:152mm W:150mm Loading Depth:127mm Bend 60 deg. Bend Radius 610 mm
Cable Ladder (20C) H:152mm W:150mm Loading Depth:127mm Bend 90 deg. Bend Radius 610 mm
Cable Ladder (20C) H:152mm W:150mm Loading Depth:127mm Vertical Bend 90 deg. Bend Radius 610 mm
Cable Ladder (20C) H:152mm W:300mm Loading Depth:127mm Adjustable Horizontal Elbow
